Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre preocupações e opções de saúde mental para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levasse a solicitar uma licença médica do trabalho, pedir que a licença seria:",Você acha que discutir um distúrbio de saúde mental com seu empregador teria consequências negativas?,Você acha que discutir um problema de saúde física com seu empregador teria consequências negativas?,Você se sentiria à vontade para discutir um distúrbio de saúde mental com seus colegas de trabalho?,Você se sentiria confortável discutindo um distúrbio de saúde mental com seu (s) supervisor (s) direto (s)?,Você acha que seu empregador leva a saúde mental tão a sério quanto a saúde física?,Você já ouviu falar ou observar consequências negativas para os colegas de trabalho que foram abertos sobre problemas de saúde mental em seu local de trabalho?,Você estaria disposto a discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria um problema de saúde mental com um empregador em potencial em uma entrevista?,Você sente que ser identificado como uma pessoa com um problema de saúde mental prejudicaria sua carreira?,Você acha que os membros da equipe/colegas de trabalho o levariam mais negativamente se soubessem que você sofria de um problema de saúde mental?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você tem um histórico familiar de doença mental?,Você já teve um distúrbio de saúde mental no passado?,Você atualmente tem um distúrbio de saúde mental?,Você foi diagnosticado com uma condição de saúde mental por um profissional médico?,Você já procurou tratamento para um problema de saúde mental de um profissional de saúde mental?,"Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz?",Qual é a sua idade?,Qual é o seu gênero?,Qual das opções a seguir melhor descreve sua posição de trabalho?,Você trabalha remotamente?
0,26-100,0.0,No,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat not open,I don't know,Yes,Yes,Yes,1,Sometimes,Often,38,Male,DevOps/SysAdmin,Never
0,100-500,1.0,No,,No,No,I don't know,Very difficult,Maybe,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,No,"Yes, it has",Maybe,Somewhat open,I don't know,Yes,Yes,Yes,1,Sometimes,Often,32,Male,Back-end Developer,Never
0,More than 1000,0.0,I don't know,I am not sure,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,No,,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Maybe,No,0,Sometimes,Sometimes,37,male,DevOps/SysAdmin|Support,Sometimes
1,,,,,,,,,,,,,,,,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Very open,Yes,Yes,Yes,Yes,1,Often,Often,24,male,Support|Sales|Back-end Developer|Front-end Developer|Designer|One-person shop,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Maybe,Maybe,No,1,Rarely,Often,25,Female,One-person shop|Designer,Always
0,6-25,1.0,No,No,No,No,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,Some of my previous employers,Yes,Yes,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),Yes,No,No,No,0,Not applicable to me,Not applicable to me,24,Male,Dev Evangelist/Advocate|DevOps/SysAdmin|Designer|Front-end Developer|Back-end Developer,Sometimes
0,More than 1000,0.0,I don't know,I am not sure,No,No,I don't know,Very difficult,Yes,No,No,No,No,No,Some of my previous employers,Maybe,No,Maybe,Maybe,Somewhat open,Yes,No,No,No,1,Not applicable to me,Not applicable to me,34,Female,Other,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,55,male,One-person shop,Always
0,100-500,0.0,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Yes,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Never,Often,32,Male ,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Sometimes
0,1-5,1.0,No,,No,No,I don't know,Very easy,Maybe,Maybe,No,No,I don't know,Yes,"No, at none of my previous employers",No,No,Maybe,"No, I don't think they would",Neutral,No,No,No,No,0,Not applicable to me,Not applicable to me,29,male,Front-end Developer|Back-end Developer,Never
0,More than 1000,1.0,Not eligible for coverage / N/A,No,I don't know,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No,,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,20,Male,Other|DevOps/SysAdmin|Back-end Developer,Sometimes
0,More than 1000,0.0,Yes,Yes,Yes,No,Yes,Somewhat difficult,Maybe,No,Maybe,Yes,No,No,Some of my previous employers,Yes,Maybe,Maybe,Maybe,Somewhat open,Yes,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,41,male,Supervisor/Team Lead,Sometimes
0,6-25,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,"No, at none of my previous employers",Maybe,No,"No, I don't think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Never,Sometimes,33,female,Dev Evangelist/Advocate,Sometimes
0,26-100,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No,Some of my previous employers,Yes,No,"Yes, I think it would","No, I don't think they would",Very open,Yes,Yes,Maybe,Yes,1,Often,Often,25,male,Back-end Developer|DevOps/SysAdmin,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),I don't know,Maybe,No,No,0,Not applicable to me,Not applicable to me,29,male,Supervisor/Team Lead,Sometimes
0,More than 1000,1.0,Yes,I am not sure,Yes,No,Yes,Somewhat difficult,Yes,No,Yes,Yes,No,Yes,Some of my previous employers,Yes,No,Maybe,"No, they do not",Very open,Yes,Yes,Yes,Yes,1,Sometimes,Often,24,Genderflux demi-girl,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes
0,100-500,1.0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,I don't know,No,Some of my previous employers,No,No,Maybe,"No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,0,Never,Rarely,39,Male,Back-end Developer,Sometimes
0,500-1000,0.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,No,Yes,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,No,No,No,0,Not applicable to me,Not applicable to me,39,Male,Executive Leadership,Sometimes
1,,,,,,,,,,,,,,,"Yes, at all of my previous employers",Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Very open,I don't know,Maybe,No,No,1,Never,Never,44,Man,One-person shop,Sometimes
1,,,,,,,,,,,,,,,I don't know,Maybe,No,Maybe,Maybe,Somewhat not open,Yes,Yes,Yes,Yes,1,Rarely,Often,30,female,Other|Dev Evangelist/Advocate,Sometimes
0,6-25,1.0,No,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Neutral,Yes,No,No,No,0,Not applicable to me,Not applicable to me,31,male,Back-end Developer,Sometimes
0,1-5,1.0,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Yes,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,37,Male,Supervisor/Team Lead|Back-end Developer|One-person shop,Always
0,6-25,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would","No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Sometimes,Not applicable to me,42,Male,DevOps/SysAdmin,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,Maybe,"Yes, I think they would",Somewhat not open,I don't know,Maybe,Maybe,No,0,Rarely,Often,35,Male,Back-end Developer,Always
0,26-100,0.0,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,Maybe,No,No,Some of my previous employers,No,No,"Yes, I think it would",Maybe,Somewhat not open,Yes,Yes,No,Yes,1,Rarely,Sometimes,30,M,Back-end Developer|Front-end Developer,Never
0,More than 1000,1.0,Yes,No,No,I don't know,I don't know,I don't know,No,No,No,No,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,30,male,Front-end Developer,Always
0,26-100,1.0,Yes,No,No,No,I don't know,Very difficult,Yes,No,Maybe,No,I don't know,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,No,1,Not applicable to me,Not applicable to me,33,Male,Dev Evangelist/Advocate|DevOps/SysAdmin|Back-end Developer,Sometimes
0,More than 1000,0.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,No,I don't know,No,"Yes, at all of my previous employers",Yes,Yes,Maybe,Maybe,Very open,I don't know,No,Maybe,No,1,Not applicable to me,Not applicable to me,31,Male,Other,Never
0,More than 1000,0.0,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,39,Female,Supervisor/Team Lead|Front-end Developer|Designer,Sometimes
0,26-100,0.0,No,No,No,No,Yes,I don't know,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,"Yes, it has","No, I don't think they would",Somewhat open,No,No,No,No,0,Sometimes,Often,27,m,Back-end Developer,Never
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Yes,Yes,Yes,1,Rarely,Sometimes,34,male,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes
0,6-25,1.0,No,,No,No,I don't know,I don't know,Maybe,Maybe,No,No,No,No,Some of my previous employers,Yes,Yes,Maybe,Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,31,Male,Support|Front-end Developer|Back-end Developer,Sometimes
0,More than 1000,1.0,Yes,Yes,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,No,No,No,Some of my previous employers,Maybe,No,Maybe,Maybe,Very open,Yes,Yes,Yes,Yes,1,Sometimes,Often,30,Female,Other|Supervisor/Team Lead,Always
0,26-100,1.0,Yes,No,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Somewhat not open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,34,male,Back-end Developer,Sometimes
0,6-25,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,I don't know,No,,Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat not open,I don't know,Maybe,Maybe,No,0,Not applicable to me,Sometimes,20,female-bodied; no feelings about gender,Back-end Developer,Never
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,Yes,"Yes, it has","Yes, I think they would",Very open,Yes,Yes,Yes,Yes,1,Often,Often,39,Male,One-person shop,Never
0,More than 1000,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No,I don't know,Maybe,No,Maybe,Maybe,Not open at all,Yes,Yes,Maybe,Yes,1,Sometimes,Often,50,female,Other,Sometimes
0,1-5,0.0,No,No,No,No,No,Very difficult,Yes,Yes,No,No,I don't know,No,,No,No,"Yes, it has","Yes, they do",Not open at all,Yes,No,Yes,No,0,Often,Often,22,Male,Sales,Never
0,100-500,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,I don't know,No,Some of my previous employers,No,No,Maybe,Maybe,Somewhat open,I don't know,Maybe,Maybe,No,1,Sometimes,Not applicable to me,41,Male,Executive Leadership,Sometimes
0,26-100,1.0,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,No,I don't know,No,I don't know,No,No,Maybe,Maybe,Neutral,No,No,Maybe,No,0,Sometimes,Sometimes,37,male,DevOps/SysAdmin,Sometimes
0,100-500,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,Maybe,Yes,No,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Rarely,Often,32,m,Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,"Yes, at all of my previous employers",Yes,Yes,Maybe,Maybe,Very open,Yes,Yes,Maybe,Yes,1,Rarely,Not applicable to me,26,M,Designer|Front-end Developer,Always
0,6-25,1.0,Yes,No,Yes,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,"No, they do not",Very open,Yes,Maybe,Yes,No,0,Rarely,Rarely,38,M,Back-end Developer,Never
1,,,,,,,,,,,,,,,,Maybe,Maybe,Maybe,Maybe,Not open at all,Yes,No,Maybe,No,0,Not applicable to me,Sometimes,21,Male,Executive Leadership|Supervisor/Team Lead|Dev Evangelist/Advocate|Back-end Developer,Always
0,6-25,1.0,Yes,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, it has","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Often,27,Male,Front-end Developer,Sometimes
0,1-5,0.0,No,I am not sure,No,I don't know,No,Very difficult,Yes,Maybe,No,No,No,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Rarely,Often,37,f,Support,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Yes,No,"Yes, it has","Yes, they do",Neutral,I don't know,Yes,Maybe,No,1,Sometimes,Often,45,male,Other,Always
1,,,,,,,,,,,,,,,"Yes, at all of my previous employers",Yes,Yes,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,26,Male,One-person shop|Designer|Sales|Executive Leadership,Sometimes
0,6-25,0.0,I don't know,No,No,No,I don't know,Very difficult,Yes,Yes,Maybe,Yes,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,Maybe,No,0,Not applicable to me,Sometimes,30,Female,Back-end Developer,Sometimes
0,More than 1000,1.0,No,No,No,I don't know,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Very open,Yes,Yes,Yes,Yes,1,Sometimes,Often,21,Male,Other,Sometimes
0,More than 1000,0.0,I don't know,I am not sure,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,No,No,No,No,Some of my previous employers,Yes,Maybe,"Yes, I think it would",Maybe,Somewhat not open,I don't know,Yes,Maybe,Yes,1,Rarely,Often,21,male,Other,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Maybe,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,29,male,DevOps/SysAdmin|Back-end Developer|Front-end Developer|One-person shop,Sometimes
0,More than 1000,0.0,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,No,I don't know,No,,Yes,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,46,male,DevOps/SysAdmin,Sometimes
0,500-1000,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,No,No,Some of my previous employers,Yes,Maybe,Maybe,"No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Sometimes,Often,28,cis man,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes
0,100-500,0.0,Yes,No,No,No,Yes,I don't know,Yes,Yes,No,No,No,Yes,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Often,Often,26,,Support|Back-end Developer|Front-end Developer|Designer,Never
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,37,Female,Supervisor/Team Lead|Support|One-person shop|Designer|Front-end Developer|Sales,Always
0,More than 1000,1.0,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Yes,Yes,No,No,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,44,Male,Support,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Often,45,F,One-person shop|Designer|Support,Always
0,1-5,1.0,I don't know,I am not sure,I don't know,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,No,"No, at none of my previous employers",Yes,Maybe,Maybe,Maybe,Neutral,I don't know,No,No,No,1,Not applicable to me,Not applicable to me,35,female,Front-end Developer,Always
0,26-100,1.0,Yes,Yes,Yes,Yes,Yes,I don't know,No,No,Maybe,Yes,I don't know,No,"No, at none of my previous employers",Yes,No,Maybe,"No, I don't think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,39,Male,Back-end Developer,Never
0,More than 1000,0.0,I don't know,I am not sure,I don't know,I don't know,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,No,Some of my previous employers,Yes,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,Yes,No,Yes,1,Not applicable to me,Not applicable to me,37,Female,Back-end Developer,Sometimes
0,100-500,0.0,No,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No,Some of my previous employers,Yes,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,35,Male,Dev Evangelist/Advocate|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer|One-person shop,Sometimes
0,More than 1000,1.0,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Yes,Maybe,No,No,I don't know,No,,Maybe,No,"Yes, I think it would","Yes, I think they would",Not open at all,Yes,Yes,Yes,Yes,1,Rarely,Not applicable to me,29,Female,Supervisor/Team Lead,Never
1,,,,,,,,,,,,,,,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,I don't know,Yes,No,Yes,1,Sometimes,Often,49,f,Other,Never
0,26-100,1.0,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,I don't know,Maybe,No,"Yes, I think it would",Maybe,Very open,I don't know,Yes,Yes,Yes,1,Rarely,Often,21,Male (cis),Back-end Developer|Front-end Developer,Sometimes
0,26-100,1.0,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Maybe,Maybe,No,No,Some of my previous employers,Yes,No,Maybe,"No, I don't think they would",Somewhat open,Yes,Yes,Maybe,Yes,1,Sometimes,Often,26,Female,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
0,100-500,1.0,Yes,I am not sure,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Some of my previous employers,No,No,Maybe,"No, I don't think they would",Neutral,Yes,Maybe,Maybe,Yes,1,Sometimes,Often,35,male,Supervisor/Team Lead,Never
0,100-500,0.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,No,"No, at none of my previous employers",No,No,"No, it has not","No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,1,Never,Often,56,M,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,No,"Yes, it has","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Rarely,Often,53,female,Other|Front-end Developer|Designer|One-person shop,Always
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, they do",Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Often,48,f,Executive Leadership,Sometimes
0,26-100,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,No,,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,24,male,Back-end Developer,Never
0,More than 1000,1.0,No,I am not sure,No,No,I don't know,Somewhat easy,Yes,Maybe,No,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, it has",Maybe,Not open at all,No,Yes,Yes,No,0,Sometimes,Often,37,Male,Back-end Developer,Never
0,26-100,0.0,No,Yes,No,No,I don't know,Very difficult,Yes,Maybe,Yes,Maybe,No,Yes,,Maybe,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,27,female,Designer,Never
0,1-5,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Yes,I don't know,No,"No, at none of my previous employers",Maybe,No,Maybe,"No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,39,female,Back-end Developer|Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,31,male,One-person shop|Designer|Front-end Developer|Support|Dev Evangelist/Advocate,Sometimes
0,100-500,1.0,Yes,Yes,No,I don't know,I don't know,Very difficult,Yes,No,No,No,I don't know,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,No,1,Not applicable to me,Often,34,Male,Back-end Developer|Front-end Developer,Always
0,More than 1000,0.0,No,,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Some of my previous employers,Yes,Maybe,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,33,Male,Front-end Developer,Sometimes
0,1-5,1.0,No,No,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No,,Maybe,No,"Yes, I think it would","Yes, I think they would",Not open at all,I don't know,Yes,Yes,No,0,Sometimes,Sometimes,22,Male,Front-end Developer,Never
0,6-25,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,No,I don't know,Maybe,Maybe,Maybe,Maybe,Not applicable to me (I do not have a mental illness),I don't know,No,No,No,0,Not applicable to me,Not applicable to me,25,Female,Front-end Developer|Supervisor/Team Lead,Sometimes
0,More than 1000,0.0,I don't know,No,No,No,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Neutral,No,No,No,No,0,Not applicable to me,Not applicable to me,34,Male,Front-end Developer|Back-end Developer,Never
0,6-25,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Yes,Maybe,Maybe,No,No,Yes,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,30,male,Front-end Developer,Sometimes
0,26-100,1.0,No,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,I don't know,Yes,Maybe,Yes,1,Sometimes,Sometimes,37,male,Front-end Developer,Never
0,6-25,1.0,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,No,Yes,Yes,No,0,Not applicable to me,Sometimes,26,Male,Front-end Developer,Never
0,More than 1000,0.0,Yes,Yes,Yes,Yes,I don't know,I don't know,No,No,Maybe,Yes,Yes,Yes,Some of my previous employers,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,Yes,Maybe,Yes,1,Rarely,Sometimes,29,female,Front-end Developer,Never
0,6-25,1.0,No,No,I don't know,I don't know,No,Very difficult,Yes,No,Maybe,No,No,No,Some of my previous employers,Maybe,Maybe,Maybe,"Yes, they do",Very open,I don't know,No,No,No,1,Sometimes,Often,29,male,Designer|Front-end Developer,Sometimes
0,26-100,0.0,No,,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No,"No, at none of my previous employers",Maybe,No,Maybe,Maybe,Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Often,27,Male,Front-end Developer|Designer,Never
0,6-25,0.0,No,No,No,No,I don't know,Neither easy nor difficult,Yes,No,No,Yes,I don't know,No,"No, at none of my previous employers",Yes,No,"Yes, it has",Maybe,Somewhat open,Yes,Yes,No,Yes,1,Sometimes,Rarely,27,female,Front-end Developer,Sometimes
0,More than 1000,0.0,I don't know,No,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,Yes,,Maybe,Yes,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,23,Male,Back-end Developer|Front-end Developer,Sometimes
0,More than 1000,1.0,I don't know,Yes,No,Yes,Yes,Very easy,No,No,No,Yes,I don't know,No,"Yes, at all of my previous employers",Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,24,female,Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Yes,Yes,"No, I don't think it would","Yes, they do",Very open,I don't know,Yes,Yes,Yes,0,Sometimes,Sometimes,22,male,Designer|Front-end Developer|Back-end Developer|Other,Sometimes
0,1-5,0.0,No,No,No,No,No,Very easy,No,No,Yes,Yes,Yes,No,"Yes, at all of my previous employers",Maybe,Maybe,Maybe,"No, they do not",Somewhat open,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,28,Male,DevOps/SysAdmin|Front-end Developer|Back-end Developer|Support,Never
0,6-25,0.0,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,No,No,Maybe,No,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Yes,Yes,1,Sometimes,Often,22,Male,Front-end Developer|Designer,Never
0,26-100,1.0,No,Yes,No,No,No,Somewhat easy,Maybe,Maybe,No,No,No,No,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat open,Yes,Maybe,Maybe,No,0,Not applicable to me,Sometimes,32,Male,Front-end Developer,Sometimes
