Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu papel principal na sua empresa está relacionado à tecnologia/TI?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura de saúde fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre distúrbios de saúde mental e opções para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levou a solicitar uma licença médica do trabalho, quão fácil ou difícil seria pedir essa licença?",Você se sentiria mais confortável conversando com seus colegas de trabalho sobre sua saúde física ou sua saúde mental?,Você se sentiria à vontade para discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você já discutiu sua saúde mental com seu empregador?,Você se sentiria à vontade para discutir um problema de saúde mental com seus colegas de trabalho?,Você já discutiu sua saúde mental com colegas de trabalho?,Você já teve um colega de trabalho discutir a saúde mental de seu ou outro colega de trabalho com você?,"No geral, quanta importância seu empregador coloca na saúde física?","No geral, quanta importância seu empregador coloca na saúde mental?",Você estaria disposto a discutir sua saúde mental com seu (s) supervisor (s) direto (s)?,Você atualmente tem um distúrbio de saúde mental?,Você já teve um distúrbio de saúde mental no passado?,Você já procurou tratamento para um distúrbio de saúde mental de um profissional de saúde mental?,Você tem um histórico familiar de doença mental?,"Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz (ou seja, quando está experimentando sintomas)?",Suas observações de como outro indivíduo que discutiu um problema de saúde mental tornou a probabilidade de você revelar um problema de saúde mental no seu local de trabalho atual?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria sua saúde mental com um empregador em potencial em uma entrevista?,Você é identificado abertamente no trabalho como uma pessoa com um problema de saúde mental?,"No geral, como você acha que o setor de tecnologia apoia funcionários com problemas de saúde mental?",Qual é a sua idade?,Qual é o seu gênero?
0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,0.0,Yes,1,1,5,5.0,,Yes,Yes,1,Yes,Often,Rarely,No,10,Yes,No,0,3,27,female
0,100-500,1.0,0.0,Yes,No,No,Yes,I don't know,Very easy,Physical health,No,0.0,Maybe,0,0,5,5.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,3,Maybe,No,0,2,33,Male
0,100-500,1.0,0.0,I don't know,No,I don't know,No,Yes,Very easy,Physical health,Maybe,0.0,Maybe,0,0,7,7.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,2,No,No,0,3,28,Female
0,More than 1000,0.0,1.0,Yes,Yes,I don't know,I don't know,Yes,I don't know,Physical health,Maybe,0.0,Maybe,1,1,7,6.0,Some of my previous supervisors,Yes,Don't Know,1,Yes,Sometimes,Often,Maybe,8,Maybe,Maybe,0,4,35,Male
0,More than 1000,1.0,1.0,Yes,Yes,No,Yes,Yes,Somewhat difficult,Physical health,Yes,0.0,Maybe,1,1,8,4.0,,Yes,Yes,1,No,Sometimes,Often,No,6,Maybe,No,0,3,23,Male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",Yes,Possibly,1,I don't know,Sometimes,Sometimes,Maybe,8,Yes,Maybe,0,3,53,Male
0,6-25,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,Yes,0.0,Maybe,0,0,7,6.0,,Yes,Yes,1,I don't know,Sometimes,Often,,8,No,No,1,2,32,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,Yes,1,Yes,Rarely,Often,No,9,No,No,0,2,24,male
0,100-500,1.0,1.0,Yes,No,No,I don't know,I don't know,Very easy,Physical health,Yes,0.0,Yes,1,1,10,8.0,"Yes, all of my previous supervisors",No,Yes,1,No,Not applicable to me,Not applicable to me,No,7,Yes,Yes,0,4,31,Male
0,6-25,1.0,1.0,No,,No,No,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1,0,6,6.0,Some of my previous supervisors,Yes,Yes,0,I don't know,Sometimes,Often,,9,No,No,1,2,33,Male
0,100-500,1.0,1.0,No,,No,No,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1,1,7,5.0,Some of my previous supervisors,Yes,Yes,1,No,Sometimes,Sometimes,No,10,Yes,Yes,0,3,37,Male
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,No,0,1,9,3.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,3,Yes,Maybe,0,4,27,male
0,6-25,1.0,1.0,Yes,No,No,I don't know,No,Neither easy nor difficult,Physical health,Yes,1.0,Yes,1,1,7,7.0,"Yes, all of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,4,No,No,0,3,31,male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Don't Know,No,0,I don't know,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,0,3,32,Male
0,More than 1000,1.0,1.0,No,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,1.0,Maybe,1,1,9,6.0,"No, none of my previous supervisors",Possibly,Possibly,1,I don't know,Not applicable to me,Not applicable to me,Yes,9,Maybe,No,0,4,40,Male
0,More than 1000,1.0,1.0,No,Yes,No,No,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1,1,8,6.0,Some of my previous supervisors,No,Yes,1,No,Rarely,Often,No,10,Maybe,Maybe,0,3,32,Male
1,,,,,,,,,,,,,,,,,,I don't know,Don't Know,Don't Know,1,I don't know,Sometimes,Not applicable to me,Yes,10,Maybe,Maybe,1,3,31,Male
0,100-500,1.0,1.0,Yes,No,Yes,Yes,Yes,Very easy,Mental health,Yes,0.0,Yes,1,1,8,8.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Often,Maybe,9,No,Maybe,1,5,33,Male
0,6-25,1.0,0.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Yes,0.0,Yes,1,1,0,5.0,"No, none of my previous supervisors",Possibly,Yes,1,I don't know,Sometimes,Sometimes,Yes,7,No,No,0,3,21,
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Possibly,Yes,1,No,Often,Sometimes,Maybe,9,Maybe,Maybe,0,2,67,female
1,,,,,,,,,,,,,,,,,,,Yes,Yes,1,Yes,Often,Often,No,7,Yes,Maybe,1,2,35,Cis-male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,No,0,I don't know,Often,Sometimes,Maybe,5,No,No,0,5,46,male
0,More than 1000,0.0,1.0,Yes,No,No,I don't know,I don't know,Somewhat difficult,Physical health,No,0.0,Maybe,1,1,6,5.0,Some of my previous supervisors,Yes,Possibly,1,I don't know,Sometimes,Often,Yes,6,Maybe,Maybe,0,3,36,Male
0,6-25,1.0,1.0,No,No,Yes,No,I don't know,Somewhat easy,Physical health,Yes,1.0,Maybe,1,0,7,7.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,,7,Yes,No,0,3,44,f
0,More than 1000,0.0,1.0,Yes,No,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,0.0,Maybe,0,1,9,9.0,,Possibly,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,No,5,No,No,0,3,57,Male
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0,1,5,3.0,Some of my previous supervisors,No,No,0,I don't know,Not applicable to me,Not applicable to me,No,5,No,No,0,3,38,female
0,100-500,1.0,1.0,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,1,0,9,8.0,Some of my previous supervisors,Possibly,Possibly,1,Yes,Sometimes,Sometimes,Maybe,9,Yes,Maybe,0,3,27,female
0,More than 1000,0.0,1.0,Not eligible for coverage / NA,,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1,1,5,7.0,Some of my previous supervisors,Yes,Yes,1,Yes,Rarely,Often,No,10,No,No,0,3,26,Male
0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,I don't know,Neither easy nor difficult,Physical health,Maybe,1.0,Maybe,0,0,6,5.0,Some of my previous supervisors,Possibly,Yes,1,No,Rarely,Often,No,3,Maybe,No,0,3,36,m
0,1-5,1.0,1.0,Not eligible for coverage / NA,,Yes,No,Yes,Somewhat easy,Physical health,Yes,1.0,Yes,0,0,7,7.0,Some of my previous supervisors,No,Possibly,0,Yes,Rarely,Rarely,No,9,Maybe,Maybe,0,3,30,Male
0,More than 1000,1.0,1.0,Yes,Yes,I don't know,Yes,I don't know,Very easy,Physical health,Yes,1.0,Yes,1,1,5,4.0,"No, none of my previous supervisors",Yes,,1,Yes,Not applicable to me,Sometimes,Yes,5,No,No,0,3,35,Male
0,26-100,1.0,1.0,No,No,No,No,I don't know,Very easy,Mental health,Maybe,0.0,Yes,0,0,9,2.0,"No, none of my previous supervisors",Don't Know,No,0,No,Rarely,Sometimes,No,5,Maybe,No,1,2,30,Male
0,26-100,1.0,1.0,No,,No,No,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,Yes,1,1,5,5.0,Some of my previous supervisors,Don't Know,No,0,Yes,Not applicable to me,Not applicable to me,No,5,Maybe,No,0,3,32,Male
0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,0.0,No,0,0,8,8.0,,Don't Know,No,0,No,Not applicable to me,Not applicable to me,,2,No,No,0,3,35,male
0,500-1000,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,0.0,Yes,0,1,8,8.0,I don't know,No,No,0,No,Not applicable to me,Not applicable to me,No,7,Yes,Maybe,0,3,33,Male
0,6-25,1.0,1.0,No,,No,No,I don't know,Very easy,Physical health,Yes,0.0,Maybe,0,1,5,5.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,0,2,48,Male
0,26-100,1.0,1.0,No,Yes,No,No,I don't know,Somewhat easy,Physical health,No,0.0,No,0,0,8,6.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,No,7,No,Maybe,0,2,32,Male
0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,0.0,Maybe,1,0,5,4.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Rarely,Often,,5,Maybe,No,0,1,45,M
0,500-1000,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,No,0.0,Maybe,1,0,5,3.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,,5,No,Maybe,0,2,31,male
0,More than 1000,0.0,1.0,I don't know,No,Yes,I don't know,I don't know,Very easy,Physical health,Maybe,0.0,No,0,1,9,7.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,Maybe,7,No,No,0,3,40,Male
0,26-100,0.0,1.0,I don't know,No,No,No,I don't know,Very easy,Physical health,Maybe,0.0,Maybe,0,0,6,4.0,I don't know,No,No,0,I don't know,Not applicable to me,Not applicable to me,No,5,Maybe,Maybe,0,3,37,male
0,100-500,1.0,1.0,No,No,No,No,I don't know,I don't know,Same level of comfort for each,No,0.0,No,0,0,7,7.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,,1,No,No,0,1,29,male
0,100-500,1.0,1.0,Yes,Yes,Yes,I don't know,Yes,Very easy,Same level of comfort for each,No,0.0,Maybe,1,1,7,7.0,,Yes,Yes,1,Yes,Sometimes,Often,Maybe,6,No,No,0,2,26,male
0,100-500,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Yes,1.0,Maybe,0,0,6,9.0,Some of my previous supervisors,Possibly,Yes,1,I don't know,Rarely,Sometimes,Maybe,6,No,No,0,3,51,Female
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",Yes,Yes,1,No,Rarely,Sometimes,Maybe,9,Yes,Yes,0,4,29,male
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,Yes,1,Yes,Often,Often,Maybe,6,Yes,No,0,3,30,Male
0,26-100,1.0,1.0,Yes,Yes,Yes,No,I don't know,I don't know,Physical health,Yes,0.0,Yes,0,1,6,8.0,"No, none of my previous supervisors",No,Possibly,0,No,Not applicable to me,Not applicable to me,Yes,3,No,No,0,3,33,female
0,100-500,1.0,1.0,Yes,Yes,No,No,Yes,Neither easy nor difficult,Physical health,Maybe,1.0,Yes,1,1,7,7.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,Yes,9,No,No,1,4,27,Male
0,6-25,1.0,1.0,Yes,No,No,I don't know,I don't know,Somewhat difficult,Physical health,No,0.0,No,0,1,3,3.0,"No, none of my previous supervisors",No,No,0,I don't know,Not applicable to me,Not applicable to me,Maybe,0,Maybe,No,0,2,42,Male
0,6-25,1.0,0.0,Not eligible for coverage / NA,,Yes,No,Yes,Neither easy nor difficult,Physical health,Yes,1.0,Maybe,1,1,7,7.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,5,Yes,Maybe,0,2,47,male
0,26-100,1.0,1.0,Not eligible for coverage / NA,,Yes,I don't know,I don't know,Very easy,Physical health,Yes,1.0,Yes,1,1,7,7.0,Some of my previous supervisors,Yes,Possibly,1,I don't know,Never,Sometimes,No,5,Maybe,No,0,3,31,Female
0,More than 1000,0.0,1.0,I don't know,No,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,0.0,Maybe,0,0,10,10.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,0,3,32,Male
1,,,,,,,,,,,,,,,,,,I don't know,No,No,0,No,Not applicable to me,Not applicable to me,,6,No,No,0,3,60,Male 
0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,Maybe,0,0,5,5.0,Some of my previous supervisors,No,Yes,0,Yes,Rarely,Sometimes,Maybe,5,No,No,0,2,58,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,No,0,Yes,Not applicable to me,Not applicable to me,Maybe,6,Yes,Maybe,0,1,38,Male
0,6-25,1.0,1.0,No,,No,No,I don't know,Somewhat difficult,Physical health,No,0.0,No,0,0,1,1.0,"No, none of my previous supervisors",Don't Know,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,,3,No,No,0,1,42,female
0,100-500,1.0,1.0,I don't know,,I don't know,No,I don't know,Neither easy nor difficult,Physical health,No,0.0,No,0,0,9,8.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Rarely,Often,No,2,Maybe,No,0,1,41,Male
0,More than 1000,1.0,1.0,Yes,Yes,No,No,Yes,Very easy,Physical health,No,0.0,No,0,1,8,10.0,"No, none of my previous supervisors",Possibly,Possibly,0,No,Sometimes,Rarely,No,6,Yes,Maybe,1,3,25,Male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,1.0,No,1,1,9,9.0,Some of my previous supervisors,No,Yes,1,No,Often,Often,No,7,Yes,No,0,3,31,Female
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Don't Know,Possibly,1,No,Not applicable to me,Not applicable to me,Yes,7,No,No,0,2,42,male
0,26-100,1.0,1.0,No,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Maybe,1,0,7,2.0,Some of my previous supervisors,Yes,Don't Know,1,I don't know,Rarely,Sometimes,No,9,No,No,0,2,42,Male
0,More than 1000,1.0,1.0,Yes,Yes,No,Yes,Yes,Difficult,Physical health,No,0.0,No,0,0,4,1.0,,Yes,Yes,0,No,Often,Often,,0,No,No,0,1,41,Male
0,More than 1000,1.0,1.0,Yes,Yes,No,Yes,Yes,Very easy,Physical health,Maybe,1.0,No,1,1,8,5.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Often,Yes,8,Yes,Maybe,0,2,35,Non-binary
0,More than 1000,1.0,1.0,Yes,Yes,No,No,No,Neither easy nor difficult,Physical health,Maybe,0.0,No,0,0,9,3.0,"No, none of my previous supervisors",Don't Know,Yes,1,No,Not applicable to me,Not applicable to me,,5,Maybe,No,0,2,24,Male
0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0,0,10,5.0,Some of my previous supervisors,Yes,No,1,Yes,Never,Often,Yes,9,No,No,0,3,37,Male
0,More than 1000,1.0,1.0,I don't know,,Yes,I don't know,I don't know,Neither easy nor difficult,Physical health,No,0.0,No,0,1,5,6.0,"No, none of my previous supervisors",Don't Know,No,0,No,Not applicable to me,Not applicable to me,Yes,2,Maybe,No,0,2,32,Male
0,500-1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0.0,Yes,0,0,8,8.0,"Yes, all of my previous supervisors",No,No,0,No,Rarely,Rarely,No,8,Yes,Yes,0,5,34,M
0,More than 1000,0.0,1.0,No,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0.0,No,0,0,5,4.0,Some of my previous supervisors,No,Yes,1,No,Not applicable to me,Sometimes,No,8,No,No,0,2,37,Male
1,,,,,,,,,,,,,,,,,,I don't know,Don't Know,No,0,No,Not applicable to me,Not applicable to me,No,7,No,No,0,3,38,Male
0,26-100,1.0,1.0,No,No,I don't know,No,I don't know,Difficult,Physical health,Maybe,0.0,No,0,0,7,3.0,"No, none of my previous supervisors",Possibly,Possibly,1,I don't know,Sometimes,Often,,4,Maybe,No,0,1,30,male
0,More than 1000,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,No,0.0,No,0,0,2,5.0,"No, none of my previous supervisors",Don't Know,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,No,0,Yes,No,0,2,27,Male
0,More than 1000,0.0,1.0,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,Physical health,No,0.0,No,0,0,7,7.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,0,No,No,0,3,41,Female
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,No,0,0,7,7.0,I don't know,Possibly,Yes,1,I don't know,Rarely,Rarely,No,6,No,No,0,3,41,M
0,26-100,1.0,1.0,Yes,No,No,I don't know,I don't know,Difficult,Physical health,Maybe,0.0,No,0,0,8,5.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,,6,No,No,0,2,39,male
0,More than 1000,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Maybe,1.0,Maybe,1,0,9,6.0,"No, none of my previous supervisors",Yes,Yes,1,No,Sometimes,Often,No,9,Yes,Maybe,0,3,42,male
0,1-5,1.0,0.0,Yes,No,No,No,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1,1,8,8.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Rarely,Sometimes,No,10,Yes,Maybe,1,3,28,Female
0,6-25,1.0,1.0,No,No,No,No,I don't know,Difficult,Physical health,No,0.0,Maybe,0,0,7,3.0,"No, none of my previous supervisors",Yes,Yes,1,No,Sometimes,Often,Maybe,1,Yes,No,0,3,29,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Possibly,Possibly,1,Yes,Sometimes,Often,Maybe,10,Yes, physical health isn't likely to impact my job prospects.,"I've financial and professional reputation security, so if my mental health means I don't get a job, then I'm glad not to be in that position. If I do get the job, we've started on a very open and honest footing.

If I didn't have financial or professional reputation security, I'd likely to be really worried about discussing my mental health.",,0,41
0,More than 1000,1.0,1.0,Yes,No,No,I don't know,I don't know,Very easy,Physical health,Maybe,0.0,Yes,0,1,5,5.0,Some of my previous supervisors,No,Yes,1,No,Not applicable to me,Not applicable to me,,2,No,No,0,2,46,Male
0,500-1000,1.0,1.0,Yes,Yes,I don't know,No,No,Somewhat difficult,Mental health,Yes,1.0,Yes,1,1,2,3.0,,No,No,0,Yes,Not applicable to me,Not applicable to me,Maybe,2,Maybe,No,0,2,38,Male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,0.0,Maybe,0,0,8,7.0,I don't know,Don't Know,No,0,No,Rarely,Rarely,No,10,Yes,Yes,0,2,34,Male
0,6-25,1.0,1.0,Yes,No,No,No,I don't know,I don't know,Physical health,Yes,0.0,Yes,1,0,7,5.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,Yes,10,Maybe,No,0,3,28,Male
0,26-100,1.0,1.0,No,No,No,No,I don't know,Difficult,Physical health,No,0.0,No,1,1,2,8.0,,Yes,Yes,1,Yes,Rarely,Sometimes,Maybe,8,No,No,0,2,28,Female 
0,26-100,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1,1,5,5.0,"Yes, all of my previous supervisors",No,Possibly,1,No,Rarely,Not applicable to me,No,8,Yes,Yes,0,1,38,cis male 
0,More than 1000,0.0,1.0,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,1.0,Yes,1,1,8,7.0,Some of my previous supervisors,Yes,Yes,1,Yes,Rarely,Often,No,8,No,No,0,4,33,Male
0,26-100,1.0,1.0,Yes,Yes,No,No,Yes,I don't know,Physical health,Maybe,1.0,Maybe,1,0,6,6.0,Some of my previous supervisors,Don't Know,Possibly,0,I don't know,Rarely,Often,No,7,Maybe,Maybe,0,2,38,female
0,100-500,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,0,0,5,2.0,Some of my previous supervisors,Yes,Yes,1,No,Rarely,Sometimes,No,10,Maybe,Maybe,0,3,48,Male
0,1-5,1.0,0.0,No,No,No,No,Yes,Very easy,Same level of comfort for each,Maybe,1.0,Maybe,0,0,10,10.0,"No, none of my previous supervisors",No,No,0,I don't know,Not applicable to me,Not applicable to me,No,10,Maybe,No,0,3,44,Woman
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1,1,8,8.0,Some of my previous supervisors,Possibly,Yes,1,Yes,Rarely,Rarely,No,9,No,No,0,2,34,Male
0,100-500,1.0,1.0,No,No,No,No,I don't know,I don't know,Physical health,No,0.0,Maybe,0,0,7,0.0,I don't know,Yes,Yes,1,No,Sometimes,Often,,1,Maybe,No,0,2,29,Female
0,More than 1000,0.0,1.0,No,No,I don't know,Yes,I don't know,Somewhat easy,Physical health,No,0.0,No,0,0,7,3.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Often,Maybe,9,No,No,0,1,39,male
0,100-500,1.0,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,0.0,Maybe,0,0,6,8.0,Some of my previous supervisors,Don't Know,Possibly,0,No,Rarely,Never,Maybe,8,No,No,0,2,41,m
0,100-500,1.0,1.0,Yes,No,No,Yes,Yes,Very easy,Physical health,No,0.0,Maybe,1,1,5,5.0,Some of my previous supervisors,No,No,0,Yes,Not applicable to me,Not applicable to me,No,6,Maybe,No,0,3,33,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,Possibly,0,I don't know,Rarely,Not applicable to me,,9,Maybe,Maybe,0,1,31,male
0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,Yes,Very easy,Physical health,No,0.0,No,0,0,6,4.0,"No, none of my previous supervisors",Don't Know,Don't Know,0,No,Not applicable to me,Not applicable to me,,1,No,No,0,2,44,Male
0,100-500,0.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,0.0,No,1,0,6,0.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Often,Often,Yes,10,No,No,0,3,33,Female
0,26-100,1.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Physical health,No,0.0,Maybe,1,0,3,3.0,,Possibly,Possibly,0,No,Not applicable to me,Often,Yes,4,Yes,No,0,2,1,26
0,26-100,1.0,1.0,Not eligible for coverage / NA,,No,No,I don't know,Somewhat easy,Physical health,Yes,0.0,Maybe,0,,7,4.0,,No,No,0,No,Not applicable to me,Not applicable to me,No,6,Maybe,Maybe,0,3,28,Male
0,6-25,1.0,1.0,Yes,Yes,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0.0,Maybe,0,1,6,7.0,Some of my previous supervisors,Possibly,Possibly,0,I don't know,Not applicable to me,Not applicable to me,No,3,Maybe,No,0,2,32,Female
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,0.0,Yes,1,1,5,8.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,No,7,No,No,0,4,35,Female
0,More than 1000,0.0,1.0,I don't know,No,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0.0,Yes,0,1,8,8.0,"No, none of my previous supervisors",No,Possibly,0,No,Not applicable to me,Not applicable to me,No,7,Yes,Maybe,0,4,40,Male
0,500-1000,0.0,1.0,I don't know,No,No,I don't know,Yes,Somewhat easy,Physical health,Yes,0.0,Maybe,0,0,5,6.0,"No, none of my previous supervisors",Yes,No,1,I don't know,Rarely,Often,No,4,No,No,0,2,30,Male
0,More than 1000,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Yes,0.0,Maybe,0,0,9,7.0,Some of my previous supervisors,Possibly,Possibly,0,Yes,Not applicable to me,Sometimes,,4,No,No,0,3,34,Male
0,26-100,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,Yes,1,0,8,8.0,,No,No,0,I don't know,Not applicable to me,Not applicable to me,,9,Yes,Maybe,0,3,21,Male
0,More than 1000,0.0,1.0,Yes,Yes,No,I don't know,Yes,Very easy,Physical health,Yes,1.0,No,0,1,6,5.0,"No, none of my previous supervisors",Yes,Possibly,1,Yes,Sometimes,Often,Yes,7,Maybe,No,0,1,37,male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,,8,Yes,Maybe,0,4,27,Male
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,,3,No,No,0,3,37,Male
0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1,0,7,8.0,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Sometimes,Sometimes,No,8,Maybe,Maybe,1,4,33,Male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,I don't know,Same level of comfort for each,Yes,1.0,Yes,1,1,7,7.0,,Possibly,No,1,Yes,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,0,2,28,Male
0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,Yes,I don't know,Physical health,Yes,1.0,Maybe,1,1,7,7.0,Some of my previous supervisors,Don't Know,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,Maybe,5,Yes,Maybe,0,1,41,male
